ID;COMMODITY;SITE_NAME;COMPANY_NA;STATE_LOCA;COUNTY;LATITUDE;LONGITUDE;PLANT_MIN
292;Cement;Devil's Slide Plant;Holcim (US) Inc;Utah;Morgan;41071;-111546;P
293;Cement;Roanoke Plant;Roanoke Cement Co;Virginia;Botetourt;37629;-80002;P
294;Cement;Riverton Plant;Riverton Corp (Essroc Cement Corp);Virginia;Warren;38954;-78195;P
295;Cement;Seattle Plant;Ash Grove Cement Co;Washington;King;47765;-122346;P
296;Cement;Seattle Plant;Lafarge North America Inc;Washington;King;47765;-122346;P
297;Cement;Bellingham Plant;Lehigh Cement Co;Washington;Whatcom;48737;-122474;P
298;Cement;Martinsburg Plant;Capitol Cement Corp (Essroc Cement Corp);West Virginia;Berkeley;39457;-77967;P
299;Cement;Mountain Cement;Centex Corp;Wyoming;Albany;41312;-105585;P
300;Chromium;Castle Hayne;Elementis Chromium LP (formerly Occidental Chemica;North Carolina;New Hanover;34356;-77865;P
301;Chromium;Corpus Christi;Elementis Chromium LP;Texas;Nueces;27804;-97434;P
302;Cobalt;Buick-Casteel Mine;Doe Run Resources Corp;Missouri;Iron;37604;-91132;M
303;Cobalt;Glover Smelter;Doe Run Resources Corp;Missouri;Iron;37482;-90692;P
304;Cobalt;Herculaneum Smelter;Doe Run Resources Corp;Missouri;Jefferson;38261;-90378;P
305;Cobalt;Stillwater Mine;Stillwater Mining Co;Montana;Stillwater;45388;-109892;M
306;Cobalt;Columbus Smelter and Refinery;Stillwater Mining Co;Montana;Stillwater;45633;-10924;P
307;Cobalt;East Boulder Mine;Stillwater Mining Co;Montana;Sweet Grass;45508;-110083;M
308;Columbium;Albany;Wah Chang;Oregon;Linn;44657;-123062;P
309;Columbium;Robesonia;Reading Alloys Inc;Pennsylvania;Berks;40348;-76126;P
310;Columbium and(or) tantalum;Newton;HC Starck Inc;Massachusetts;Middlesex;4231;-71214;P
311;Columbium and(or) tantalum;Boyertown;Cabot Supermetals;Pennsylvania;Berks;40341;-75666;P
312;Columbium and(or) tantalum;Latrobe;Kennametal Inc;Pennsylvania;Westmoreland;40279;-79422;P
313;Common Clay and Shale;Henry Mine;Henry Brick Co;Alabama;Dallas;32383;-87082;M/P
314;Common Clay and Shale;Bessemer Clay Mine;Boral Bricks Inc;Alabama;Jefferson;33344;-86968;M/P
315;Common Clay and Shale;Leeds Shale Mine;Lehigh Portland Cement Co;Alabama;Jefferson;33548;-8654;M/P
316;Common Clay and Shale;Montgomery Cty Clay Mine  Excelsior Division;Jenkins Brick Co  Excelsior;Alabama;Montgomery;32393;-86304;M/P
317;Common Clay and Shale;Russell County Mines #1 Pit-Bussey;Boral Bricks Inc;Alabama;Russell;32445;-84994;M/P
318;Common Clay and Shale;Hebble Mine;National Cement Co;Alabama;Saint Clair;3374;-86193;M/P
319;Common Clay and Shale;Idalia Hill Pit & Riverside Plant;Riverside Clay Co;Alabama;Saint Clair;33588;-86241;M/P
320;Common Clay and Shale;Roberta Pit & Plant;Lafarge Corp;Alabama;Shelby;33178;-86607;M/P
321;Common Clay and Shale;Livlite Mine & Mill;Big River Industries,  Inc;Alabama;Sumter;32559;-88194;M/P
322;Common Clay and Shale;Tubbs Hill Mine;Amer Olean Tile Co;Alabama;Walker;33526;-86763;M/P
323;Common Clay and Shale;Tolleson;Phoenix Brick Yard;Arizona;Maricopa;33431;-112082;M/P
324;Common Clay and Shale;Pantand Pit;Phoenix Brick Yard;Arizona;Pima;33565;-112039;M/P
325;Common Clay and Shale;Arkadelphia Mine;Hope Brick Wks;Arkansas;Clark;35474;-93424;M/P
326;Common Clay and Shale;Craighead County Mines;Wheeler Brick Co;Arkansas;Craighead;35854;-90756;M/P
327;Common Clay and Shale;West Memphis Mine;General Shale Products Corp;Arkansas;Crittenden;35112;-90293;M/P
328;Common Clay and Shale;Hot Spring County Mines - 3 Operations;Justin Indus  Featherlt Bldg;Arkansas;Hot Spring;34365;-92854;M/P
329;Common Clay and Shale;Eureka Plant;Acme Brick Co;Arkansas;Johnson;35496;-93355;M/P
330;Common Clay and Shale;Glenwood;Certainteed Corp;Arkansas;Montgomery;34376;-93563;M/P
331;Common Clay and Shale;Fort Smith Pit & Plant;Acme Brick Co;Arkansas;Sebastian;35358;-94393;M/P
332;Common Clay and Shale;Port Costa Mine & Plant;Pacific Custom Materials;California;Contra Costa;38043;-122186;M/P
333;Common Clay and Shale;Atkinson Brick;Atkinson Brick Co;California;Los Angeles;33814;-117238;M/P
334;Common Clay and Shale;Brickyard Clay Pit;Castaic Clay Mfg Co;California;Los Angeles;34515;-118616;M/P
335;Common Clay and Shale;Lincoln Pit;Gladding Mcbean & Co;California;Placer;38901;-121316;M/P
336;Common Clay and Shale;Riverside County Pits (5 Operations);Pacific Clay Prods Co;California;Riverside;33726;-117393;M/P
337;Common Clay and Shale;Oro Grande Plant;TXI Riverside Cement;California;San Bernardino;34597;-117338;M/P
338;Common Clay and Shale;Davenport;RMC Pacific Materials Inc;California;Santa Cruz;37069;-122256;M/P
339;Common Clay and Shale;Falkenbury  Quarry & Mill;CBR Cement Corp -  Calaveras Cement Co;California;Shasta;40739;-122317;M/P
340;Common Clay and Shale;Ventura County Operations;Pacific Customs Materials;California;Ventura;34812;-119014;M/P
341;Common Clay and Shale;Hogback 3 & 4;Robinson Brick & Tile Co;Colorado;Douglas;39481;-105081;M/P
342;Common Clay and Shale;Pioneer;Robinson Brick & Tile Co;Colorado;Douglas;39486;-104756;M/P
343;Common Clay and Shale;Ute;Robinson Brick & Tile Co;Colorado;Douglas;39449;-104963;M/P
344;Common Clay and Shale;Apache No 9;Robinson Brick & Tile Co;Colorado;El Paso;38998;-10435;M/P
345;Common Clay and Shale;Buffalo;Robinson Brick & Tile Co;Colorado;Elbert;39345;-104472;M/P
346;Common Clay and Shale;Dawson Pit;Denver Brick Co;Colorado;Elbert;39339;-104817;M/P
347;Common Clay and Shale;8 Mile Clay Pit;Summit Brick And Tile Co;Colorado;Fremont;38498;-10535;M/P
348;Common Clay and Shale;Beaver Creek Red Pit;Summit Brick And Tile Co;Colorado;Fremont;38498;-105097;M/P
349;Common Clay and Shale;Gypsy #1 And #2 Mines;Lakewood Brick & Tile Co;Colorado;Fremont;39297;-106044;M/P
350;Common Clay and Shale;Jefferson Cty Mines-Lakewood Doughty Church;Lakewood Brick & Tile Co;Colorado;Jefferson;39745;-105219;M/P
351;Common Clay and Shale;Lariat;Robinson Brick & Tile Co;Colorado;Jefferson;39519;-105109;M/P
352;Common Clay and Shale;N & S Chieftain;Robinson Brick & Tile Co;Colorado;Jefferson;39728;-105199;M/P
353;Common Clay and Shale;Ruby St Mn;Parfet G W Estate;Colorado;Jefferson;39756;-105231;M/P
354;Common Clay and Shale;Pueblo Mine & Mill;Summit Brick & Tile Co;Colorado;Pueblo;38265;-104593;M/P
355;Common Clay and Shale;Tomahawk;Robinson Brick & Tile Co;Colorado;Pueblo;38182;-104494;M/P
356;Common Clay and Shale;Clay Mine & Mill;Redland Brick Inc -Kf Brick Plant;Connecticut;Hartford;41847;-72599;M/P
357;Common Clay and Shale;Russell Mine & Mill;Solite Corp  Fla Solite Co;Florida;Clay;30067;-81752;M/P
358;Common Clay and Shale;NULL;Coddings Sand & Soil Inc;Florida;Lake;288;-81611;M/P
359;Common Clay and Shale;#1,2,3 Clay Mines;Cherokee Brick & Tile Co;Georgia;Bibb;32794;-83612;M/P
360;Common Clay and Shale;Burns Brick Co-Mine 1;Boral Bricks Inc;Georgia;Bibb;32834;-83621;M/P
361;Common Clay and Shale;Woolfolk Clay & Shale Mine;Bickerstaff Clay Prod Co;Georgia;Columbus;32406;-84958;M/P
362;Common Clay and Shale;Douglas County Quarry;Blue Circle Atlntc Cmt Co Inc;Georgia;Douglas;34121;-8432;M/P
363;Common Clay and Shale;Harbin Mine;Gen Shale Prod LLC;Georgia;Floyd;36361;-82342;M/P
364;Common Clay and Shale;Neile Georgia Pit;Boral Bricks Inc.;Georgia;Floyd;34252;-8537;M/P
365;Common Clay and Shale;Possum Trot Mine;Florida Tile Industries;Georgia;Floyd;30356;-81644;M/P
366;Common Clay and Shale;Blalock Mine;Gen Shale Prod LLC;Georgia;Fulton;33787;-84506;M/P
367;Common Clay and Shale;Augusta Mine;Boral Bricks Inc;Georgia;Richmond;33451;-81952;M/P
368;Common Clay and Shale;New Douglas;Richards Brick Co;Illinois;Bond;3897;-8961;M/P
369;Common Clay and Shale;Streator Div  Streator Clay Mine;Streator Brick Systems Inc;Illinois;La Salle;4111;-8884;M/P
370;Common Clay and Shale;Valley View Shale Pit;Valley View Indus Inc;Illinois;Livingston;40996;-88781;M/P
371;Common Clay and Shale;Southern - Logansport Mine;Essroc Cement Corp;Indiana;Cass;4075;-86417;M/P
372;Common Clay and Shale;Speed Clay Mine & Plant;Essroc Cement Corp.;Indiana;Clark;38412;-85757;M/P
373;Common Clay and Shale;Haydite Shale Pit & Plant;Hydraulic-Press Brick Co;Indiana;Morgan;39526;-86382;M/P
374;Common Clay and Shale;Mooresville Shale Pit;General Shale Products Corp;Indiana;Morgan;39646;-86379;M/P
375;Common Clay and Shale;Cayuga Pit & Plant;Colonial Brick Corp;Indiana;Vermillion;39941;-87472;M/P
376;Common Clay and Shale;Mason City Clay Pit;Lehigh Cement Company;Iowa;Cerro Gordo;4316;-93176;M/P
377;Common Clay and Shale;Redfield Quarry Llc;Glen-Gery Brick;Iowa;Dallas;41588;-94188;M/P
378;Common Clay and Shale;Shale Pit;United Brick & Tile;Iowa;Dallas;41617;-94031;M/P
379;Common Clay and Shale;Sgt Buff Pit & Plant;Sioux Cy Brick & Tile Co;Iowa;Woodbury;42411;-96356;M/P
380;Common Clay and Shale;Humboldt Plant;Monarch Cement Co;Kansas;Allen;3776;-95438;M/P
381;Common Clay and Shale;Clay Mine & Mill;Kansas Brick & Tile;Kansas;Barton;38455;-98769;M/P
382;Common Clay and Shale;Riverton Clay Pit;Misson Clay Prod;Kansas;Cherokee;37198;-94709;M/P
383;Common Clay and Shale;Weir;Acme Brick Co;Kansas;Cherokee;37297;-94773;M/P
384;Common Clay and Shale;Pit C-77;Cloud Ceramics;Kansas;Clay;39443;-9707;M/P
385;Common Clay and Shale;Pit C-53;Cloud Ceramics;Kansas;Cloud;39546;-976;M/P
386;Common Clay and Shale;Pit C-54;Cloud Ceramics;Kansas;Cloud;39542;-9761;M/P
387;Common Clay and Shale;Pit C-80;Cloud Ceramics;Kansas;Cloud;39503;-97705;M/P
388;Common Clay and Shale;Crawford County Mines;Mission Clay Products;Kansas;Crawford;37411;-94694;M/P
389;Common Clay and Shale;Vondra Pit And Ellsworth County Mines;Acme Brick Co;Kansas;Ellsworth;38709;-9809;M/P
390;Common Clay and Shale;Mcpherson County Pits And Plant;Buildex Inc;Kansas;McPherson;38597;-97812;M/P
391;Common Clay and Shale;Chanute Quarry;Ash Grove Cement Co;Kansas;Neosho;37678;-95448;M/P
392;Common Clay and Shale;Fredonia Quarry;Lafarge Corp;Kansas;Wilson;37541;-95849;M/P
393;Common Clay and Shale;Princess Mine;Hanson Brick;Kentucky;Boyd;38376;-82752;M/P
394;Common Clay and Shale;Huber Mine And Plant;Kentucky Solite Corporation;Kentucky;Bullitt;3804;-85718;M/P
395;Common Clay and Shale;Ramey Mine;Burge Carl Clay Co;Kentucky;Carter;38433;-83122;M/P
396;Common Clay and Shale;Hancock Cty Mines;Dal Tile Corp;Kentucky;Hancock;3793;-86905;M/P
397;Common Clay and Shale;Coral Ridge Mine & Mill;Gen Shale Products Corp;Kentucky;Jefferson;3809;-85719;M/P
398;Common Clay and Shale;Kosmosdale Mine;Kosmos Cement Company;Kentucky;Jefferson;38105;-8576;M/P
399;Common Clay and Shale;Drake Mine 1;Hanson Brick;Kentucky;Powell;37883;-83858;M/P
400;Common Clay and Shale;Corbin Mine & Mill;Gen Shale Products Corp;Kentucky;Whitley;36894;-8409;M/P
401;Common Clay and Shale;Dixie  Plant;Acme Brick Company;Louisiana;Bienville;32378;-93183;M/P
402;Common Clay and Shale;Barnett & Currie Clay Mines;Texas Industries;Louisiana;Caddo;32678;-93955;M/P
403;Common Clay and Shale;Clay Mine;Big River Industries;Louisiana;Pointe Coupee;30533;-91438;M/P
404;Common Clay and Shale;Clay Mine;Kentwood Brick & Tile Mfg;Louisiana;Saint Helena;30784;-907;M/P
405;Common Clay and Shale;St Tammany County Mines;St Joe Brick Wks Inc;Louisiana;Saint Tammany;3027;-89773;M/P
406;Common Clay and Shale;Danville Pit;Morin Brick Co;Maine;Androscoggin;44026;-70264;M/P
407;Common Clay and Shale;Lachance Brick Co-Lachance Pit & Mill;Morin Brick Co;Maine;Cumberland;43422;-70244;M/P
408;Common Clay and Shale;Buckeystown Mine;Md Clay Prod Inc;Maryland;Frederick;3941;-77408;M/P
409;Common Clay and Shale;Rocky Ridge Plant Shale Bank;Redland Brick Inc;Maryland;Frederick;39604;-77325;M/P
410;Common Clay and Shale;Union Bridge Quarry;Lehigh Cement Company;Maryland;Frederick;39557;-77172;M/P
411;Common Clay and Shale;Muirkirk Pit & Plant;Borden Brick & Tile Co  Md;Maryland;Prince George's;3906;-76882;M/P
412;Common Clay and Shale;Clay Pit & Plant;Redland Brick Inc;Maryland;Washington;39635;-7782;M/P
413;Common Clay and Shale;Plant No 2 Clay Mine;Stiles & Hart Brick Co;Massachusetts;Plymouth;4194;-70946;M/P
414;Common Clay and Shale;Charlevoix Shale Pit;Cemex Inc;Michigan;Charlevoix;45315;-85262;M/P
415;Common Clay and Shale;Dundee Plant  Dundee Division;Holcim (US) Inc;Michigan;Monroe;41957;-83662;M/P
416;Common Clay and Shale;Corunna Plant;Hanson Brick;Michigan;Shiawassee;42989;-84096;M/P
417;Common Clay and Shale;Springfield Shale Pit;Ochs Brick Co-Brown Cty Mines;Minnesota;Brown;44204;-9499;M/P
418;Common Clay and Shale;Holly Springs Mine;Holly Brick & Tile Co;Mississippi;Benton;34794;-89456;M/P
419;Common Clay and Shale;Jackson Mine & Mill;Tri-State Brick & Tile Co;Mississippi;Hinds;32357;-90181;M/P
420;Common Clay and Shale;Clay Mines;Delta Brick & Tile Co Inc;Mississippi;Kemper;32988;-88567;M/P
421;Common Clay and Shale;Columbus Mine & Mill;Columbus Brick Co;Mississippi;Lowndes;33584;-88355;M/P
422;Common Clay and Shale;Marshall County Mines                Miss;Southern Brick & Tile Co;Mississippi;Marshall;34873;-89674;M/P
423;Common Clay and Shale;Jackson Pit;Boydstun Lumber Co;Mississippi;Winston;33111;-89017;M/P
424;Common Clay and Shale;Winston Cty Pits;Louisville Brick Co;Mississippi;Winston;3314;-89079;M/P
425;Common Clay and Shale;Ceramo Clay Pit;Ceramo Co Inc;Missouri;Cape Girardeau;37367;-89667;M/P
426;Common Clay and Shale;Kasten Clay Pit & Plant;Kasten Clay Prods Inc;Missouri;Cape Girardeau;37367;-89667;M/P
427;Common Clay and Shale;Crawford County Pits;Dillon Clay Mng Co;Missouri;Gasconade;381;-914;M/P
428;Common Clay and Shale;Clay Pit & Plant;Glen Gery Brick;Missouri;Livingston;3975;-9365;M/P
429;Common Clay and Shale;Pike Shale Mine;Holcim (Us) Inc;Missouri;Pike;39371;-90948;M/P
430;Common Clay and Shale;Platte County Mo Pits;Buildex Inc;Missouri;Platte;395;-948;M/P
431;Common Clay and Shale;Hannibal Clay Mine;Continental Cement Co;Missouri;Ralls;39667;-91317;M/P
432;Common Clay and Shale;Montana City Plant;Ash Grove Cmt West Inc;Montana;Jefferson;46465;-111978;M/P
433;Common Clay and Shale;Endicott Clay Pit Mine;Endicott Clay Prod Co;Nebraska;Jefferson;40071;-97111;M/P
434;Common Clay and Shale;Lancaster County Mines;Yankee Hill Brick Mfg Co;Nebraska;Lancaster;40776;-96749;M/P
435;Common Clay and Shale;Jersey Shale-Quarry #0;Glen-Gery Brick;New Jersey;Somerset;40505;-74627;M/P
436;Common Clay and Shale;Hattie Pit And Bernalillo Cty Pits;Kinney Brick Co Inc;New Mexico;Bernalillo;35015;-106658;M/P
437;Common Clay and Shale;Eagle Mine;American Eagle  Brick Company;New Mexico;Dona Ana;31781;-10656;M/P
438;Common Clay and Shale;Red Shale Mine;Garcia & Son Inc;New Mexico;San Juan;36863;-108414;M/P
439;Common Clay and Shale;Sante Fe County Pits;Kinney Brick Co Inc;New Mexico;Santa Fe;35659;-105991;M/P
440;Common Clay and Shale;Cohoes;Norlite Corp;New York;Albany;42753;-73705;M/P
441;Common Clay and Shale;Powell & Minnock Shale Pit;Isiklar Holding Inc;New York;Albany;42286;-73463;M/P
442;Common Clay and Shale;Grosso Pit And Plant;Grosso Materials Inc;New York;Orange;41325;-7418;M/P
443;Common Clay and Shale;Mt Marion;Northeast Solite Corp;New York;Ulster;42024;-73575;M/P
444;Common Clay and Shale;Cabarrus Cty Pits - Hammil And Gold Hill;Hammill Constr Co Inc;North Carolina;Cabarrus;3549;-80372;M/P
445;Common Clay and Shale;Chatham County Mines - Moncure;Cherokee/Sanford Crp;North Carolina;Chatham;35598;-7902;M/P
446;Common Clay and Shale;Gulf Mine - Chatham County;Cherokee Sanford Group;North Carolina;Chatham;3557;-79301;M/P
447;Common Clay and Shale;Gulf Mine-New Pit;Hanson Brick;North Carolina;Chatham;35958;-79754;M/P
448;Common Clay and Shale;Gulf Beck Mine;Cunningham Brick Co;North Carolina;Davidson;35878;-80116;M/P
449;Common Clay and Shale;Pleasant Grove Plant 1 Mine;Hanson Brick;North Carolina;Guilford;35971;-79775;M/P
450;Common Clay and Shale;Pleasant Grove Plant 3 Mine;Hanson Brick;North Carolina;Guilford;35941;-79759;M/P
451;Common Clay and Shale;Ita Mine;Nash Brick Co Inc;North Carolina;Halifax;36168;-77903;M/P
452;Common Clay and Shale;Henderson County Mines;Boren Clay Prods Inc;North Carolina;Henderson;35433;-82478;M/P
453;Common Clay and Shale;Iredell Mines;Statesville Brick Co;North Carolina;Iredell;35744;-81059;M/P
454;Common Clay and Shale;Lee County Plant;General Shale Brick;North Carolina;Lee;35499;-7917;M/P
455;Common Clay and Shale;Sanford Plant;Cherokee Sanford Group_LLC;North Carolina;Lee;35526;-79162;M/P
456;Common Clay and Shale;Candor Mine;Taylor Clay Prod Co;North Carolina;Montgomery;35256;-79764;M/P
457;Common Clay and Shale;Leaksville Mine;Solite Crp  Va Solite Crp;North Carolina;Rockingham;3756;-77447;M/P
458;Common Clay and Shale;Rockingham County Pits - 3 Operations;Pine Hall Brick & Pipe Co;North Carolina;Rockingham;36372;-79966;M/P
459;Common Clay and Shale;Clearwater Mine;Taylor Clay Prod Co;North Carolina;Rowan;35592;-80311;M/P
460;Common Clay and Shale;Gold Hill;Statesville Brick Co;North Carolina;Rowan;36058;-79855;M/P
461;Common Clay and Shale;Panther Creek Mine & Thomas Pit;Hammill Constr Co Inc;North Carolina;Rowan;3549;-80355;M/P
462;Common Clay and Shale;Sampsom  Mine Ii;Hanson Brick;North Carolina;Sampson;34976;-78547;M/P
463;Common Clay and Shale;Aquadale Mine;Solite Corp;North Carolina;Stanly;35228;-80243;M/P
464;Common Clay and Shale;Peter Hairston Mine;Pine Hall Brick & Pipe Co;North Carolina;Stokes;36376;-79933;M/P
465;Common Clay and Shale;Kendrick Mine;Hanson Brick;North Carolina;Union;35036;-80597;M/P
466;Common Clay and Shale;All Clays And Pits;Hebron Brick Co;North Dakota;Morton;46954;-102061;M/P
467;Common Clay and Shale;Spencerville;Sandkuhl Tile Co;Ohio;Auglaize;40654;-84342;M/P
468;Common Clay and Shale;Columbiana County Mines;Summitville Tiles Inc;Ohio;Columbiana;40664;-80887;M/P
469;Common Clay and Shale;Haydite Division;Hydraulic-Press Brick Co;Ohio;Cuyahoga;41401;-81638;M/P
470;Common Clay and Shale;Southwestern Portland Cement -Eastern Div;Cemex Inc;Ohio;Greene;3982;-84028;M/P
471;Common Clay and Shale;Bowerston;Clay Pipe Co  Bowerston Shale;Ohio;Harrison;40423;-8118;M/P
472;Common Clay and Shale;Mohler Pit;Gen Clay Prod Crp;Ohio;Hocking;39543;-82397;M/P
473;Common Clay and Shale;Clay Mine;Clark Clay Inc;Ohio;Holmes;4054;-81869;M/P
474;Common Clay and Shale;Holmes Clay Division   Holmes 241;L & M Mineral Company;Ohio;Holmes;40567;-81909;M/P
475;Common Clay and Shale;Hanover;Clay Pipe Co  Bowerston Shale;Ohio;Licking;40072;-82246;M/P
476;Common Clay and Shale;Iberia Pit No 1;Glen Gery Crp;Ohio;Marion;40663;-82865;M/P
477;Common Clay and Shale;Medina County Pits;Gen Wadsworth  Brick;Ohio;Medina;41056;-8187;M/P
478;Common Clay and Shale;Frazeyburg;Clay Pipe Co  Bowerston Shale;Ohio;Muskingum;40148;-82127;M/P
479;Common Clay and Shale;Belden Brick Wallick;Belden Brick Co;Ohio;Tuscarawas;40614;-81586;M/P
480;Common Clay and Shale;Blue Jay # 1;Blue Jay Enterprise Of Tuscara;Ohio;Tuscarawas;40621;-81433;M/P
481;Common Clay and Shale;Multi Ts-1517 ( Im-46) Moomaw Pit;Belden Brick Co;Ohio;Tuscarawas;40501;-81629;M/P
482;Common Clay and Shale;Multi Ts-1646 (Im-44) Belden Pit;Belden Brick Co;Ohio;Tuscarawas;40505;-81628;M/P
483;Common Clay and Shale;Multi Ts-1939 (Im-47) Shaneville Pit;Belden Brick Co;Ohio;Tuscarawas;40502;-81639;M/P
484;Common Clay and Shale;Shale Pit;The Stone Creek Brick Company;Ohio;Tuscarawas;40411;-81554;M/P
485;Common Clay and Shale;Stone Creek Clay Mine                Ohio;The Stone Creek Brick Company;Ohio;Tuscarawas;40408;-81557;M/P
486;Common Clay and Shale;Tuscarawas County Mines;L & M Mnl;Ohio;Tuscarawas;40533;-81695;M/P
487;Common Clay and Shale;Tuscarawas Cty Pits - Zoar And Weaver;Zoar Mng Co;Ohio;Tuscarawas;40641;-81379;M/P
488;Common Clay and Shale;Zinda Pit Bynum Pit;Boral Bricks Henderson Divison;Oklahoma;Canadian;35673;-9531;M/P
489;Common Clay and Shale;Sugar Loaf Hill;Frankoma Pottery Co;Oklahoma;Creek;35995;-96111;M/P
490;Common Clay and Shale;Clay Mine;Mangum Brick Co;Oklahoma;Greer;34894;-99503;M/P
491;Common Clay and Shale;Muskogee;Boral Bricks;Oklahoma;Muskogee;35682;-95403;M/P
492;Common Clay and Shale;Choctaw Div-Haydite Pit;Chandler Matl Co  Choctaw Div;Oklahoma;Oklahoma;35465;-97258;M/P
493;Common Clay and Shale;Oklahoma City;Acme Brick Company;Oklahoma;Oklahoma;35609;-97505;M/P
494;Common Clay and Shale;Commercial Pit;Commercial Brick Crp;Oklahoma;Seminole;35183;-96539;M/P
495;Common Clay and Shale;Ash Grove Cement West,Inc - Nelson Shale Pit;Ash Grove Cmt Co  Ash Gr Cmt W;Oregon;Baker;45555;-122697;M/P
496;Common Clay and Shale;Alwine Brick Division;Glen-Gery Crp  Alwine Brick;Pennsylvania;Adams;39846;-77028;M/P
497;Common Clay and Shale;Harmar Plant;Redland Brick Inc;Pennsylvania;Allegheny;40555;-79816;M/P
498;Common Clay and Shale;Clay Mine;Continental Clay Co;Pennsylvania;Armstrong;40822;-79518;M/P
499;Common Clay and Shale;Beaver County Mines - Darlington;Darlington Brick & Clay Prod;Pennsylvania;Beaver;4081;-80425;M/P
500;Common Clay and Shale;Berks County Quarries;Glen Gery Crp;Pennsylvania;Berks;40492;-7595;M/P
501;Common Clay and Shale;Phoenixville;McAvoy Vitrified Brick Co;Pennsylvania;Chester;40125;-75545;M/P
502;Common Clay and Shale;Clarion County Mines;Glen Gery Crp;Pennsylvania;Jefferson;4112;-7919;M/P
